"","Estimate","Est.Error","l-95% CI","u-95% CI","Rhat","Bulk_ESS","Tail_ESS","Pgt0","Plt0","Pgt0Stars","Plt0Stars"
"nativebeeabundance_polyjulian_date22",-12.74,2.22,-17.15,-8.45,1,10846.56,3737.4,0,1,"","***"
"bombusshannondiversity_floral_diversity",-0.01,0.02,-0.05,0.03,1,9538.03,3834.47,0.32,0.69,"",""
"bombusshannondiversity_floral_abundance",0.04,0.02,0,0.08,1,7572.97,4188.34,0.96,0.04,"**",""
"bombusshannondiversity_polyjulian_date21",-1.53,1.26,-3.98,0.96,1,9490.21,4063.01,0.11,0.89,"",""
"bombusshannondiversity_polyjulian_date22",-3.88,1.27,-6.3,-1.39,1,9700.43,4312.14,0,1,"","***"
"bombusshannondiversity_landscape_shdi",-0.03,0.02,-0.07,0.02,1,7364.27,4119.72,0.11,0.89,"",""
"bombusshannondiversity_prop_blueberry",-0.01,0.02,-0.05,0.04,1,8372.36,4153.44,0.37,0.63,"",""
"bombusshannondiversity_prop_edge",0.01,0.02,-0.03,0.05,1,6912.58,3858.5,0.73,0.27,"",""
"impatiensabundance_floral_abundance",0.17,0.06,0.05,0.3,1,6769.45,4198.52,1,0,"***",""
"impatiensabundance_floral_diversity",-0.1,0.05,-0.2,0.01,1,6860.84,4293.09,0.03,0.97,"","**"
"impatiensabundance_prop_blueberry",-0.04,0.1,-0.24,0.17,1,3102.31,3552.68,0.36,0.64,"",""
"impatiensabundance_prop_edge",0.09,0.1,-0.11,0.29,1,2466.62,3513.42,0.81,0.19,"",""
"impatiensabundance_landscape_shdi",0.04,0.11,-0.18,0.25,1,3056.76,3759.41,0.64,0.36,"",""
"impatiensabundance_polyjulian_date21",40.15,6.69,27.27,53.49,1,7242.89,4100.55,1,0,"***",""
"impatiensabundance_polyjulian_date22",-14.01,4.46,-22.72,-5.26,1,7539.8,4215.04,0,1,"","***"
"apicystis_bombus_shannon_diversity",-0.32,0.32,-0.95,0.31,1,7282.49,4337.26,0.16,0.84,"",""
"apicystis_native_bee_abundance",0.01,0.04,-0.07,0.07,1,6687.79,4438.17,0.57,0.43,"",""
"apicystis_floral_abundance",0.15,0.16,-0.17,0.45,1,6760.67,4277.11,0.83,0.17,"",""
"apicystis_floral_diversity",-0.2,0.13,-0.47,0.05,1,7710.31,4012.45,0.07,0.93,"","*"
"apicystis_prop_blueberry",-0.19,0.19,-0.57,0.18,1,7982.58,4177.12,0.16,0.84,"",""
"apicystis_polyjulian_date21",26.51,16.74,-5.2,60.93,1,7831.02,3915.58,0.94,0.06,"*",""
"apicystis_polyjulian_date22",-21.91,14.65,-51.14,6.1,1,6949.28,4024.6,0.06,0.94,"","*"
"apicystis_impatiens_abundance",-0.15,0.09,-0.34,0.02,1,5655.91,3318.87,0.04,0.96,"","**"
"apicystis_final_idB.flavifrons",0.38,0.76,-1.05,1.95,1,3631.88,3014.74,0.7,0.3,"",""
"apicystis_final_idB.impatiens",0.25,0.7,-1.07,1.69,1,3244.79,2873.76,0.63,0.37,"",""
"apicystis_final_idB.mixtus",0.03,0.69,-1.25,1.49,1,3291.9,3179.98,0.51,0.49,"",""
"apicystis_final_idB.rufocinctus",-0.83,0.89,-2.57,0.94,1,3863.79,3783.05,0.16,0.84,"",""
"apicystis_final_idB.vosnesenskii",0.2,0.75,-1.24,1.71,1,3687.73,3105.05,0.6,0.4,"",""
"apicystis_polyjulian_date21:impatiens_abundance",7.08,7.12,-5.65,22.27,1,6376.15,3818.92,0.84,0.16,"",""
"apicystis_polyjulian_date22:impatiens_abundance",-6.44,5.41,-17.07,4.13,1,5564.62,4066.89,0.11,0.89,"",""
"apicystis_native_bee_abundance:polyjulian_date21",2.6,2.08,-1.47,6.65,1,6647.96,4011.74,0.9,0.1,"*",""
"apicystis_native_bee_abundance:polyjulian_date22",3.24,1.93,-0.56,7.01,1,6241.04,4044.5,0.95,0.05,"**",""
